sha,message,author,date,url,code_size
41aeffd1a091bc36d67ac8d505694ca5bd11f129,"Merge pull request #7140 from NelleV/fix_tests

FIX added matplotlib.testing.nose.plugins to setupext.py",efiring,09/20/2016 03:40:01 AM,https://api.github.com/repos/matplotlib/matplotlib/commits/41aeffd1a091bc36d67ac8d505694ca5bd11f129,84152861
5c7d95a2e9e36faafcf01a49d753680489810896,FIX added matplotlib.testing.nose.plugins to setupext.py,NelleV,09/20/2016 01:39:44 AM,https://api.github.com/repos/matplotlib/matplotlib/commits/5c7d95a2e9e36faafcf01a49d753680489810896,84107411
2fe9e329594e0a718af52f2d587a0c40bad7ddaf,"Merge pull request #5112 from Tillsten/patch-1

OffsetImage: use dpi_cor in get_extent",efiring,09/19/2016 08:59:26 PM,https://api.github.com/repos/matplotlib/matplotlib/commits/2fe9e329594e0a718af52f2d587a0c40bad7ddaf,83844260
98472a1662fd4ef5aaa8027b35edfa01a3b2d446,"Merge pull request #5112 from Tillsten/patch-1

OffsetImage: use dpi_cor in get_extent",efiring,09/19/2016 08:58:01 PM,https://api.github.com/repos/matplotlib/matplotlib/commits/98472a1662fd4ef5aaa8027b35edfa01a3b2d446,84152814
e4a7c016a206b78a6ab78036d6b6eba4024fd43f,"Merge pull request #7025 from tacaswell/doc_v2_rel_notes2

[MRG+1] Doc v2 rel notes2",efiring,09/19/2016 07:22:13 PM,https://api.github.com/repos/matplotlib/matplotlib/commits/e4a7c016a206b78a6ab78036d6b6eba4024fd43f,83844279
f99de8aea41b89c97829b6668080840596339cf6,Backport #7131 and #7136.,afvincent,09/19/2016 07:05:16 PM,https://api.github.com/repos/matplotlib/matplotlib/commits/f99de8aea41b89c97829b6668080840596339cf6,78808840
b580c07c00563dd4e06ffc7f540cb8b521eb1529,"Merge pull request #7136 from afvincent/doc_fix_url_devel_workflow

DOC: minor fix  in development_workflow.rst",NelleV,09/19/2016 05:09:43 PM,https://api.github.com/repos/matplotlib/matplotlib/commits/b580c07c00563dd4e06ffc7f540cb8b521eb1529,84152833
d62ec3fa063f9a95a6df07d608326ba4884f024f,"Merge pull request #7137 from afvincent/doc_engformatter_example

DOC: improve engineering formatter example",efiring,09/19/2016 07:19:11 AM,https://api.github.com/repos/matplotlib/matplotlib/commits/d62ec3fa063f9a95a6df07d608326ba4884f024f,83821410
5ef5995ac5ec634b4016b10a9ca122078c650345,"Merge pull request #7137 from afvincent/doc_engformatter_example

DOC: improve engineering formatter example",efiring,09/19/2016 07:12:59 AM,https://api.github.com/repos/matplotlib/matplotlib/commits/5ef5995ac5ec634b4016b10a9ca122078c650345,84152799
54a67a686df357924044c24443d4ad56fb863b56,Add PRNG with fix seed for reproducibility,afvincent,09/19/2016 05:41:30 AM,https://api.github.com/repos/matplotlib/matplotlib/commits/54a67a686df357924044c24443d4ad56fb863b56,84152799
a293146445f471e66d284ea00363aaebacc1756f,fix xticklabels overlapping,afvincent,09/19/2016 05:38:03 AM,https://api.github.com/repos/matplotlib/matplotlib/commits/a293146445f471e66d284ea00363aaebacc1756f,84152765
9a8a9b0aaa77c2f416c6b2d8f99d48b3c9cbc80e,actually fix the URL from GH doc,afvincent,09/19/2016 05:11:11 AM,https://api.github.com/repos/matplotlib/matplotlib/commits/9a8a9b0aaa77c2f416c6b2d8f99d48b3c9cbc80e,84152809
6741ddf692ea1a35c1b8238fc8ea40367d61bebc,"Merge pull request #7126 from efiring/logauto

ENH: LogLocator can auto-select number of ticks based on axis",tacaswell,09/19/2016 01:43:48 AM,https://api.github.com/repos/matplotlib/matplotlib/commits/6741ddf692ea1a35c1b8238fc8ea40367d61bebc,83821386
87104b610219833296e3333a45b8895d1a302201,"Merge pull request #7135 from QuLogic/doc-latex

doc: Fix footnote reference that breaks LaTeX build.",NelleV,09/19/2016 12:33:48 AM,https://api.github.com/repos/matplotlib/matplotlib/commits/87104b610219833296e3333a45b8895d1a302201,78808797
d1b837f6276aae03b4bab5004ad19cb3ddcaa4ad,"Merge pull request #7131 from afvincent/doc_typos_devel_workflow

Fix branch name in ""Deleting a branch on GitHub_"" section",NelleV,09/18/2016 10:36:30 PM,https://api.github.com/repos/matplotlib/matplotlib/commits/d1b837f6276aae03b4bab5004ad19cb3ddcaa4ad,84152775
0df3ecd42b5a0e0ad9ee7defc7144e3efb3c28e1,doc: Fix footnote reference that breaks LaTeX build.,QuLogic,09/18/2016 09:59:06 PM,https://api.github.com/repos/matplotlib/matplotlib/commits/0df3ecd42b5a0e0ad9ee7defc7144e3efb3c28e1,78808797
7210959c0099be9ab3d912b13d2322be0a5f39c4,URL fix: up-to-date and HTTPS link,afvincent,09/18/2016 06:51:29 PM,https://api.github.com/repos/matplotlib/matplotlib/commits/7210959c0099be9ab3d912b13d2322be0a5f39c4,84152775
888a95969e22b395243e5a009f677daf89b5ac92,"I think that line came from another commit somehow, reverting",N/A,09/18/2016 02:22:27 PM,https://api.github.com/repos/matplotlib/matplotlib/commits/888a95969e22b395243e5a009f677daf89b5ac92,83752677
8b1f1f502a0a04d063c1440801302e3232535ee5,Remove an opening parenthesis without the corresponding closing parenthesis,afvincent,09/18/2016 01:53:52 PM,https://api.github.com/repos/matplotlib/matplotlib/commits/8b1f1f502a0a04d063c1440801302e3232535ee5,84152772
87ae9df8b2d1aa0c40f53004eb7efa67516c4343,Fix branch name in 'delete a branch' section,afvincent,09/18/2016 01:46:08 PM,https://api.github.com/repos/matplotlib/matplotlib/commits/87ae9df8b2d1aa0c40f53004eb7efa67516c4343,84152773
7a84962e1f43667bea88e196d2e9e32c469b9712,"ENH: LogLocator can auto-select number of ticks based on axis

Closes #6549 and #7001.  It doesn't actually address all cases
noted in #6549, but I think this is as far as we are prepared to go
any time soon.",efiring,09/17/2016 11:40:41 PM,https://api.github.com/repos/matplotlib/matplotlib/commits/7a84962e1f43667bea88e196d2e9e32c469b9712,83821386
0875843fc43fc4bef6c02d8c0061f94357ce8c24,Removed unused function,rougier,09/17/2016 09:07:09 AM,https://api.github.com/repos/matplotlib/matplotlib/commits/0875843fc43fc4bef6c02d8c0061f94357ce8c24,84030937
fd7eeebe86340a9b327177865d0a5c4105b1c354,"Merge pull request #6521 from cimarronm/issue_6429_fix

Issue #6429 fix",efiring,09/16/2016 05:32:20 PM,https://api.github.com/repos/matplotlib/matplotlib/commits/fd7eeebe86340a9b327177865d0a5c4105b1c354,83801063
eccc53a0a7a058d0c7eee36523c9250276da8732,"Merge pull request #6521 from cimarronm/issue_6429_fix

Issue #6429 fix",efiring,09/16/2016 05:29:34 PM,https://api.github.com/repos/matplotlib/matplotlib/commits/eccc53a0a7a058d0c7eee36523c9250276da8732,84152766
07c850601bfa5fc6fd61f80b79e9615a1ac863ff,"Merge pull request #7111 from rougier/fix_hammer

DOC: Fix example following comments in  issue #6865",tacaswell,09/16/2016 03:02:31 PM,https://api.github.com/repos/matplotlib/matplotlib/commits/07c850601bfa5fc6fd61f80b79e9615a1ac863ff,83800951
5e659086193d9828a97fed5c90a71a94ed9a54b2,"Merge pull request #7111 from rougier/fix_hammer

DOC: Fix example following comments in  issue #6865",tacaswell,09/16/2016 03:01:30 PM,https://api.github.com/repos/matplotlib/matplotlib/commits/5e659086193d9828a97fed5c90a71a94ed9a54b2,84152654
909194b6f74cea8840cecea2118a2bf09dce6d86,TST: Regenerated scatter tests images,Kojoley,09/16/2016 10:33:30 AM,https://api.github.com/repos/matplotlib/matplotlib/commits/909194b6f74cea8840cecea2118a2bf09dce6d86,84152502
1ad3408ebc4de1e2cd8d0f475d2d78b20f130ee3,"TST: fix scatter test

Should create two identical figures to exercise data kwarg",tacaswell,09/16/2016 10:33:30 AM,https://api.github.com/repos/matplotlib/matplotlib/commits/1ad3408ebc4de1e2cd8d0f475d2d78b20f130ee3,84154983
3f3991a1bc084df59d92a72293eec2b36c738c47,"Refactored `image_comparison` decorator

It is now function based, what removes the need of pytest workaround.
On pytest it uses `mark.parametrize` instead of a generator, what makes
collection phase lightning fast and significantly reduces number of generators
usages and corresponding deprecation warnings.
(generators are deprecated since pytest 3.0 and will be removed in 4.0)

Note: There is a bug in Nose related to `GeneratorExit` exception handling
in `setup` fixture of a function. It is workarounded in `image_comparison`
decorator, but you will see this line in such case in the log:
`RuntimeError: generator ignored GeneratorExit`",Kojoley,09/16/2016 10:33:30 AM,https://api.github.com/repos/matplotlib/matplotlib/commits/3f3991a1bc084df59d92a72293eec2b36c738c47,84154954
e8ef748cf268366dc12e63230e642d5a460fcb33,Removed unused `nose` import in `switch_backend`,Kojoley,09/16/2016 10:25:25 AM,https://api.github.com/repos/matplotlib/matplotlib/commits/e8ef748cf268366dc12e63230e642d5a460fcb33,84154008
70f54a8ef81ba058eee6312c62e1081f19d360d5,pytest: Do not print traceback on PEP8 test fail,Kojoley,09/16/2016 10:25:25 AM,https://api.github.com/repos/matplotlib/matplotlib/commits/70f54a8ef81ba058eee6312c62e1081f19d360d5,84154024
626398dfb28354e9b84dcb38f42292d4a87d14fb,Fixed figures/baselines count mismatch,Kojoley,09/16/2016 10:25:25 AM,https://api.github.com/repos/matplotlib/matplotlib/commits/626398dfb28354e9b84dcb38f42292d4a87d14fb,84153965
55f170c5bcc77517a6f61412f2fe33f4bbca550c,Fixed `knownfailureif('indeterminate')` for pytest,Kojoley,09/16/2016 10:25:25 AM,https://api.github.com/repos/matplotlib/matplotlib/commits/55f170c5bcc77517a6f61412f2fe33f4bbca550c,84153899
ce9933b2693ff2c37162e64991516b50f85bf1f0,"Merge remote-tracking branch 'matplotlib/v2.x'

Conflicts:
	.travis.yml
	 - kept master-branch version
	lib/matplotlib/testing/decorators.py
	 - removed known-fail
	lib/matplotlib/tests/test_backend_pgf.py
         - removed known fail",tacaswell,09/16/2016 05:14:50 AM,https://api.github.com/repos/matplotlib/matplotlib/commits/ce9933b2693ff2c37162e64991516b50f85bf1f0,84153796
0655bc5e9018d045760a0c70f2b8fc43b1a762ad,"Merge pull request #2742 from tacaswell/rebase_doc

Doc on how to rebase.",NelleV,09/16/2016 04:53:48 AM,https://api.github.com/repos/matplotlib/matplotlib/commits/0655bc5e9018d045760a0c70f2b8fc43b1a762ad,83802093
33f47df3f60928721be48bf85484972fe46061f7,Typo,rougier,09/16/2016 04:28:31 AM,https://api.github.com/repos/matplotlib/matplotlib/commits/33f47df3f60928721be48bf85484972fe46061f7,84024128
9efe5e36b57bf11fb2bfd7e9229c06656fd10bff,DOC: minor wording changes,tacaswell,09/16/2016 03:48:10 AM,https://api.github.com/repos/matplotlib/matplotlib/commits/9efe5e36b57bf11fb2bfd7e9229c06656fd10bff,83759522
92f4006abc397c9131b0712aa425e07025390a9f,DOC: remove merge conflict,tacaswell,09/16/2016 03:43:52 AM,https://api.github.com/repos/matplotlib/matplotlib/commits/92f4006abc397c9131b0712aa425e07025390a9f,83759380
956300119ee765defaf77867649e8ae63654b9af,"Merge pull request #7119 from efiring/tick_length_and_labels

BUG: adjust tick label location when tick length changes",NelleV,09/16/2016 03:41:04 AM,https://api.github.com/repos/matplotlib/matplotlib/commits/956300119ee765defaf77867649e8ae63654b9af,83796070
2ffb590cbaa95e54c4e77b94670ff0be55abd185,FIX nitpicks…,NelleV,09/16/2016 03:39:39 AM,https://api.github.com/repos/matplotlib/matplotlib/commits/2ffb590cbaa95e54c4e77b94670ff0be55abd185,83760403
3c7e53991f960e775641ca3700ecbff4fad1176c,FIX github -> GitHub,NelleV,09/16/2016 03:39:39 AM,https://api.github.com/repos/matplotlib/matplotlib/commits/3c7e53991f960e775641ca3700ecbff4fad1176c,83760377
b3d268fa14cd1d19ac7ce337425602944b6e52b3,"DOC : moved rebase docs -> development_workflow

 - this will likely create an annoying conflict, yay",tacaswell,09/16/2016 03:38:25 AM,https://api.github.com/repos/matplotlib/matplotlib/commits/b3d268fa14cd1d19ac7ce337425602944b6e52b3,83759348
bb8525e15715be927a876197c2d4c810a783454a,DOC : address issues with text to improve clarity,tacaswell,09/16/2016 03:38:25 AM,https://api.github.com/repos/matplotlib/matplotlib/commits/bb8525e15715be927a876197c2d4c810a783454a,83759347
42ec6a538854d56f98b8b3945456ebce3c89b087,Small rewrite of the rebase PR,NelleV,09/16/2016 03:38:25 AM,https://api.github.com/repos/matplotlib/matplotlib/commits/42ec6a538854d56f98b8b3945456ebce3c89b087,83759644
51bc33a8941969192444f37c7561459be3bbd547,added numpy link,tacaswell,09/16/2016 03:38:25 AM,https://api.github.com/repos/matplotlib/matplotlib/commits/51bc33a8941969192444f37c7561459be3bbd547,83760033
5d0c64d37cc4a51f27f2765dfbe7075a4b484ff1,rest of draft for rebase documentation.,tacaswell,09/16/2016 03:38:25 AM,https://api.github.com/repos/matplotlib/matplotlib/commits/5d0c64d37cc4a51f27f2765dfbe7075a4b484ff1,83759890
41e4c82f193b8326738bc629f387b298a5879600,DOC : draft of text for rebasing doc,tacaswell,09/16/2016 03:38:25 AM,https://api.github.com/repos/matplotlib/matplotlib/commits/41e4c82f193b8326738bc629f387b298a5879600,83754927
858224846f0c91383eeb618264ca1426c0b1051c,Add detail to comments in _apply_params.,efiring,09/16/2016 03:03:38 AM,https://api.github.com/repos/matplotlib/matplotlib/commits/858224846f0c91383eeb618264ca1426c0b1051c,83796582
f3ddb4ee99a0c3c39bcf6ed467ad3a53fdf89ca9,"Merge pull request #6618 from anntzer/legend-docstring

Small improvements to legend's docstring.",NelleV,09/16/2016 03:01:12 AM,https://api.github.com/repos/matplotlib/matplotlib/commits/f3ddb4ee99a0c3c39bcf6ed467ad3a53fdf89ca9,83753499
a40cad4f2218c095bf34c814d51e0cc555d7098e,"Merge pull request #7117 from NelleV/hkucukdereli_doc_update_fix

Step function docstring is now in numpydoc.",NelleV,09/16/2016 02:59:22 AM,https://api.github.com/repos/matplotlib/matplotlib/commits/a40cad4f2218c095bf34c814d51e0cc555d7098e,83753559
77c4e281043435f1484f732ba36be5b16326c37b,"Merge pull request #7118 from NelleV/Exhor_numpy_doc_specgram

DOC specgram() documentation now in numpy style",NelleV,09/16/2016 02:58:35 AM,https://api.github.com/repos/matplotlib/matplotlib/commits/77c4e281043435f1484f732ba36be5b16326c37b,83753374
ede44e5ee22ac53833c4254a2a7ee41bcd48b2a5,"Merge pull request #7118 from NelleV/Exhor_numpy_doc_specgram

DOC specgram() documentation now in numpy style",NelleV,09/15/2016 11:18:21 PM,https://api.github.com/repos/matplotlib/matplotlib/commits/ede44e5ee22ac53833c4254a2a7ee41bcd48b2a5,84107364
4afde2f3c667cd5f6b0edacbb2f5c7316557a477,"Fix test_tightlayout/outward_ticks test and baseline images

Previously, the test was broken by the inclusion of remove_text=True
in the decorator.  With that changed to False, and the images
updated, this test serves double-duty as a test for the bug
in updating tick parameters that is fixed in the present PR.",efiring,09/15/2016 09:04:24 PM,https://api.github.com/repos/matplotlib/matplotlib/commits/4afde2f3c667cd5f6b0edacbb2f5c7316557a477,83796417
f9d2381ffdee2fbddf0e8d48364df718c0a09e89,"BUG: adjust tick label location when tick length changes

Closes #7114.",efiring,09/15/2016 07:13:52 PM,https://api.github.com/repos/matplotlib/matplotlib/commits/f9d2381ffdee2fbddf0e8d48364df718c0a09e89,83753996
4d511dcbb6e792da827547f4f3ee69005d6799f6,"Merge pull request #7117 from NelleV/hkucukdereli_doc_update_fix

Step function docstring is now in numpydoc.",NelleV,09/15/2016 07:05:35 PM,https://api.github.com/repos/matplotlib/matplotlib/commits/4d511dcbb6e792da827547f4f3ee69005d6799f6,84108001
884a2a63ac9152af36e3c453f58258e2966f2b68,"FIX various trailing spaces, clarity, tabulations.",N/A,09/15/2016 07:01:19 PM,https://api.github.com/repos/matplotlib/matplotlib/commits/884a2a63ac9152af36e3c453f58258e2966f2b68,84029666
bd2545ec017f3598b778eb22ed55b4057bc21ee9,DOC specgram() documentation now in numpy style,Exhor,09/15/2016 07:01:13 PM,https://api.github.com/repos/matplotlib/matplotlib/commits/bd2545ec017f3598b778eb22ed55b4057bc21ee9,84029913
59c894c9426370759c44d312d377668805764abd,"Merge pull request #6618 from anntzer/legend-docstring

Small improvements to legend's docstring.",NelleV,09/15/2016 04:55:24 PM,https://api.github.com/repos/matplotlib/matplotlib/commits/59c894c9426370759c44d312d377668805764abd,84107816
331d78d073911eaeacc1b4eef70767d4c061c9f1,DOC small fix on step function,NelleV,09/15/2016 04:00:23 PM,https://api.github.com/repos/matplotlib/matplotlib/commits/331d78d073911eaeacc1b4eef70767d4c061c9f1,84108061
b8b19c6b9c6a9c3348404dc5355ef20a7b37eecb,Document update for the  step function,hkucukdereli,09/15/2016 04:00:23 PM,https://api.github.com/repos/matplotlib/matplotlib/commits/b8b19c6b9c6a9c3348404dc5355ef20a7b37eecb,84108060
533e33f1fe506d8cccdb7da39bcf002898f2f317,Documentation changes to _axes.py,hkucukdereli,09/15/2016 04:00:23 PM,https://api.github.com/repos/matplotlib/matplotlib/commits/533e33f1fe506d8cccdb7da39bcf002898f2f317,84108062
625d3593d2743d8cdf65d3cdbd3a55e306ca37fe,fix line length,hkucukdereli,09/15/2016 04:00:23 PM,https://api.github.com/repos/matplotlib/matplotlib/commits/625d3593d2743d8cdf65d3cdbd3a55e306ca37fe,84108063
22b79d33df74de684a13205a380ca21aee143c64,update step function documentation,hkucukdereli,09/15/2016 04:00:23 PM,https://api.github.com/repos/matplotlib/matplotlib/commits/22b79d33df74de684a13205a380ca21aee143c64,84108053
e91a5777d8e94ae30b1ab627204ec326e87bd7dc,Removed line for saving figures,rougier,09/15/2016 05:56:05 AM,https://api.github.com/repos/matplotlib/matplotlib/commits/e91a5777d8e94ae30b1ab627204ec326e87bd7dc,84030963
f52af6391da7498d5b2caa36c9a9e2ef46494bce,"Merge pull request #7102 from fariza/artist-value-tool-message

ENH: Adding the artist data on mouse move event message",tacaswell,09/15/2016 03:44:43 AM,https://api.github.com/repos/matplotlib/matplotlib/commits/f52af6391da7498d5b2caa36c9a9e2ef46494bce,83754011
6f1c68e7d94b04593f0800c5051c593bf5bbc9c1,"Merge pull request #7102 from fariza/artist-value-tool-message

ENH: Adding the artist data on mouse move event message",tacaswell,09/15/2016 03:44:10 AM,https://api.github.com/repos/matplotlib/matplotlib/commits/6f1c68e7d94b04593f0800c5051c593bf5bbc9c1,84107876
c4eb5e2aa8dd27b19ccd28a69eeaa7fa1b5a4b64,"Merge pull request #17 from phobson/doc_v2_rel_notes2

DOC: explain changes to boxplot styles",tacaswell,09/15/2016 03:40:41 AM,https://api.github.com/repos/matplotlib/matplotlib/commits/c4eb5e2aa8dd27b19ccd28a69eeaa7fa1b5a4b64,83774957
09ea01a131c99f9de1eb22770affc108e65fcd48,DOC: remove tab,tacaswell,09/15/2016 03:17:27 AM,https://api.github.com/repos/matplotlib/matplotlib/commits/09ea01a131c99f9de1eb22770affc108e65fcd48,83772291
9fad924f02add22e4839f1c8c0ff9940f0ce4a07,"Merge pull request #7110 from rougier/fix_7017

[DOC] Apply comments from issue #7017",NelleV,09/15/2016 02:26:49 AM,https://api.github.com/repos/matplotlib/matplotlib/commits/9fad924f02add22e4839f1c8c0ff9940f0ce4a07,83753561
15f95819c995067152d4805ddb9f0d1fbad7665d,"Merge pull request #7110 from rougier/fix_7017

[DOC] Apply comments from issue #7017",NelleV,09/15/2016 02:24:30 AM,https://api.github.com/repos/matplotlib/matplotlib/commits/15f95819c995067152d4805ddb9f0d1fbad7665d,84107426
873d3931cebd71202a544b52ce3939045ac0bd65,"Merge pull request #7035 from JuliaSprenger/master

DOC Update semilogy docstring to numpy doc format",NelleV,09/15/2016 02:20:16 AM,https://api.github.com/repos/matplotlib/matplotlib/commits/873d3931cebd71202a544b52ce3939045ac0bd65,83753562
6a18c664adfef346bc9190f71c6d3616bf8c23d3,"DOC: add data for boxplots, fix aliases",phobson,09/14/2016 09:45:17 PM,https://api.github.com/repos/matplotlib/matplotlib/commits/6a18c664adfef346bc9190f71c6d3616bf8c23d3,83774950
bc578cfae11774f08574db32658c05967317102a,Fix this example following comments in  issue #6865,rougier,09/14/2016 07:45:03 PM,https://api.github.com/repos/matplotlib/matplotlib/commits/bc578cfae11774f08574db32658c05967317102a,84024128
f0afe77f5935db1ac58806fa4c20adcd350f088d,DOC: explain changes to boxplot styles,phobson,09/14/2016 07:40:24 PM,https://api.github.com/repos/matplotlib/matplotlib/commits/f0afe77f5935db1ac58806fa4c20adcd350f088d,83774914
49fda775e6e866ee2f3e27871b1e89193e877157,Apply comments from issue #7017,rougier,09/14/2016 07:14:00 PM,https://api.github.com/repos/matplotlib/matplotlib/commits/49fda775e6e866ee2f3e27871b1e89193e877157,84025269
7ed77e4b6a28c5fea2861f08fed46e577c530bff,"Merge pull request #7087 from rougier/linestyle

DOC: Example of user-defined linestyle (TikZ linestyle)",tacaswell,09/14/2016 06:56:52 PM,https://api.github.com/repos/matplotlib/matplotlib/commits/7ed77e4b6a28c5fea2861f08fed46e577c530bff,83753594
5fb331b0a293f4021fb9227a3865857f66734495,"Merge pull request #7087 from rougier/linestyle

DOC: Example of user-defined linestyle (TikZ linestyle)",tacaswell,09/14/2016 06:56:33 PM,https://api.github.com/repos/matplotlib/matplotlib/commits/5fb331b0a293f4021fb9227a3865857f66734495,84107427
27b5fbb5ddfe4947a2bd1402754e2d00a8a8bf16,"Merge pull request #7108 from hamogu/patch-3

DOC: Typos in ticker.py",tacaswell,09/14/2016 06:52:06 PM,https://api.github.com/repos/matplotlib/matplotlib/commits/27b5fbb5ddfe4947a2bd1402754e2d00a8a8bf16,84106085
6a157aeb3b94610d6255d1644fb4499b56722ba4,Cosmetic changes,rougier,09/14/2016 05:47:09 PM,https://api.github.com/repos/matplotlib/matplotlib/commits/6a157aeb3b94610d6255d1644fb4499b56722ba4,84031164
79acce036e6472f18e65b4d74092b77ced3bfe3d,Cosmetic changes,rougier,09/14/2016 05:45:44 PM,https://api.github.com/repos/matplotlib/matplotlib/commits/79acce036e6472f18e65b4d74092b77ced3bfe3d,84031138
e6e1e5626e6dc0d01ce2e682530ee463ad5b3674,DOC better wording for plot vs scatter,NelleV,09/14/2016 04:44:28 PM,https://api.github.com/repos/matplotlib/matplotlib/commits/e6e1e5626e6dc0d01ce2e682530ee463ad5b3674,84106190
c18358462a0e82536cea73f86d03135de51e58b7,"Merge pull request #7035 from JuliaSprenger/master

DOC Update semilogy docstring to numpy doc format",NelleV,09/14/2016 04:42:42 PM,https://api.github.com/repos/matplotlib/matplotlib/commits/c18358462a0e82536cea73f86d03135de51e58b7,84105661
db0d321e3afbb0b5ad63aba9cb87614590731b2b,Removed figure saving,rougier,09/14/2016 03:52:03 PM,https://api.github.com/repos/matplotlib/matplotlib/commits/db0d321e3afbb0b5ad63aba9cb87614590731b2b,84031135
9cbbc47ced1d23d46fd31d81d50e6c130a28a1c8,Flakify,rougier,09/14/2016 03:50:38 PM,https://api.github.com/repos/matplotlib/matplotlib/commits/9cbbc47ced1d23d46fd31d81d50e6c130a28a1c8,84031133
