sha,message,author,date,url,code_size,source_files
3003e06501ae4ff06045cf593428065c296d33b5,"Use right variable in both get_check_runs() (#1889)

Both CheckSuite and Commit have a get_check_runs() method that allows
filtering by a string -- the original code did not check for it, and
never added it to the query string since it checked the wrong variable.
Check the right variable and re-record the replay data.

Fixes #1843",s-t-e-v-e-n-k,03/23/2021 11:02:02 PM,https://api.github.com/repos/PyGithub/PyGithub/commits/3003e06501ae4ff06045cf593428065c296d33b5,1944553,331
6bae9e5caeb422db721ed1f8a7bd89a7e48fe43d,"fix bad assertions in github.Project.edit (#1817)

The assertions in github.Project.edit looked like the result of a bad
copy-paste operation: they were all making assertions about the `name`
parameter. This commit fixes them so they are checking different parameters.",larsks,03/23/2021 10:55:26 PM,https://api.github.com/repos/PyGithub/PyGithub/commits/6bae9e5caeb422db721ed1f8a7bd89a7e48fe43d,1944553,331
901af8c862666370010513259f206e251ac3b4b4,"Remove client_id/client_secret authentication (#1888)

Authenticating via client_id and client_secret is dangerous, since they
appended to the query string, and can be easily seen from the URL.

client_id/client_secret have been deprecated since May 2020, and ignored
by GitHub since late 2020, so it's high time they were removed.",s-t-e-v-e-n-k,03/23/2021 03:48:47 AM,https://api.github.com/repos/PyGithub/PyGithub/commits/901af8c862666370010513259f206e251ac3b4b4,1944552,331
ddd437a7cdcc806670d9ce76f46812d30f1d6c1a,"Export headers in GithubException (#1887)

Since the headers that led to an exception are also useful, firstly pass
them into the constructor, and then export them in a property. Test one
specific use case to make sure of coverage.

Fixes #1814",s-t-e-v-e-n-k,03/23/2021 02:47:05 AM,https://api.github.com/repos/PyGithub/PyGithub/commits/ddd437a7cdcc806670d9ce76f46812d30f1d6c1a,1949210,332
e0acd8f4665f085b6507dadc577bbcd03e447578,"Test repr() for PublicKey (#1879)

The new PublicKey tests did not test the repr() method, increase
coverage by doing so.",s-t-e-v-e-n-k,03/22/2021 02:07:22 AM,https://api.github.com/repos/PyGithub/PyGithub/commits/e0acd8f4665f085b6507dadc577bbcd03e447578,1948787,332
696793dea7afe5e03610ab2d14b80a750f2449a3,"Add support for deleting repository secrets (#1868)

When a previous commit added support for creating secrets on repository
objects, support was not added to also remove them. Since the GitHub API
does support that, add a method to do so.",s-t-e-v-e-n-k,03/17/2021 05:02:57 AM,https://api.github.com/repos/PyGithub/PyGithub/commits/696793dea7afe5e03610ab2d14b80a750f2449a3,1948610,332
aa24030471c56c450833cb4956b22ed8433fcdcb,"Switch repository secrets to using f-strings (#1867)

New code written before we switched to f-strings need to get updated to
using them, so do so.",s-t-e-v-e-n-k,03/08/2021 04:11:38 AM,https://api.github.com/repos/PyGithub/PyGithub/commits/aa24030471c56c450833cb4956b22ed8433fcdcb,1947978,332
b2232c89fb968cb063cacaaeacc6b44f3231c44c,"Manually fixing paths for codecov.io to cover all project files (#1813)

* Manually fixing paths for codecov.io to cover all project files

* Update codecov.yml

Fixes #1812

Co-authored-by: Steve Kowalik <steven@wedontsleep.org>",karsten-wagner,03/08/2021 03:14:03 AM,https://api.github.com/repos/PyGithub/PyGithub/commits/b2232c89fb968cb063cacaaeacc6b44f3231c44c,1947979,332
64f532aecc23374fe4193f8fe52dd65e57fa9379,"Add missing links to project metadata (#1789)

Fixes: #1788",ssbarnea,03/08/2021 03:12:51 AM,https://api.github.com/repos/PyGithub/PyGithub/commits/64f532aecc23374fe4193f8fe52dd65e57fa9379,1947979,332
55d98373d874553e1c97f4a641316c9c6e0dec2b,"No longer show username and password examples (#1866)

With GitHub moving away from allowing authentication to the API using an
username and password, update our documentation to remove it and rely on
tokens. Perhaps we should link to how to create an API token, but that
can be addressed later.

Fixes #1851",s-t-e-v-e-n-k,03/08/2021 02:13:22 AM,https://api.github.com/repos/PyGithub/PyGithub/commits/55d98373d874553e1c97f4a641316c9c6e0dec2b,1947744,332
c90c050ef17404f0ba52cf593fb042b577962824,"Adding github actions secrets (#1681)

* Fixed pre-commit issues

* Fixed mypy linting error

* Fix flake8 error

* Update PublicKey.py

* Update PublicKey.py

* Update setup.py

* Update setup.py

* Update requirements.txt

Co-authored-by: Liuyang Wan <tsfdye@gmail.com>

Co-authored-by: Liuyang Wan <tsfdye@gmail.com>",pdex,03/06/2021 09:40:52 PM,https://api.github.com/repos/PyGithub/PyGithub/commits/c90c050ef17404f0ba52cf593fb042b577962824,1947744,332
7db1b0c924ef0b3b6bc10017933411e81dcb18c2,"fix get_user_issues (#1842)

AuthenticatedUser.get_user_issues() calls the wrong API endpoint.

Fixes #1841",yuyan7,03/05/2021 04:27:34 AM,https://api.github.com/repos/PyGithub/PyGithub/commits/7db1b0c924ef0b3b6bc10017933411e81dcb18c2,1938358,329
290b62726fd5a4f92ceb5568455115fb1c7f6683,"Switch all string addition to using f-strings (#1774)

Now that we no longer support Python 3.5, stop using string addition
everywhere it makes sense, and move to the best feature 3.6+ gives us,
f-strings!",s-t-e-v-e-n-k,03/03/2021 03:50:57 AM,https://api.github.com/repos/PyGithub/PyGithub/commits/290b62726fd5a4f92ceb5568455115fb1c7f6683,1938353,329
6900f187b53711d7e9e43fcadede2e44d7d12f7d,"Merge pull request #1818 from apahim/define_pool_size

Make requests pool_size configurable",jzelinskie,02/07/2021 02:48:20 AM,https://api.github.com/repos/PyGithub/PyGithub/commits/6900f187b53711d7e9e43fcadede2e44d7d12f7d,1938981,329
a77d4f48cb39a56dc901eae3887dcc7ea80e4c50,"Enabling connetion pool_size definition

requests has a default connections pool of 10. Creating multiple threads
will consume from that same pool, since the underlying implementation of
the requests pool is a singletown.

Let's make the pool_size configurable, so clients can set the proper
number for their use case when running multiple threads.

Signed-off-by: Amador Pahim <apahim@redhat.com>",apahim,01/08/2021 11:55:36 AM,https://api.github.com/repos/PyGithub/PyGithub/commits/a77d4f48cb39a56dc901eae3887dcc7ea80e4c50,1938981,329
aaec0a0f0f04f388694d21fabcf5dcc1e0cee7ed,"Always define the session adapter

This represents no change of behaviour, but it enables us to set more
options to the adapter.

Signed-off-by: Amador Pahim <apahim@redhat.com>",apahim,01/08/2021 11:55:36 AM,https://api.github.com/repos/PyGithub/PyGithub/commits/aaec0a0f0f04f388694d21fabcf5dcc1e0cee7ed,1936806,328
34d097ce473601624722b90fc5d0396011dd3acb,Publish version 1.54.1,s-t-e-v-e-n-k,12/24/2020 04:11:01 AM,https://api.github.com/repos/PyGithub/PyGithub/commits/34d097ce473601624722b90fc5d0396011dd3acb,1936283,328
31a1c007808a4205bdae691385d2627c561e69ed,"Pin pyjwt version (#1797)

* Pin pyjwt version

Pyjwt version is not fixed, which can cause syntax error for user since the release of breaking changes from pyjwt (https://pypi.org/project/PyJWT/#history)

* Update setup.py

Fixes #1796",Hackatosh,12/24/2020 04:09:32 AM,https://api.github.com/repos/PyGithub/PyGithub/commits/31a1c007808a4205bdae691385d2627c561e69ed,1936281,328
f299699ccd75910593d5ddf7cc6212f70c5c28b1,"Ignore pyupgrade commit for git blame (#1785)

Since the pyupgrade commit makes a large amount of changes, ignore the
commit by default with git blame.",s-t-e-v-e-n-k,12/15/2020 03:13:05 AM,https://api.github.com/repos/PyGithub/PyGithub/commits/f299699ccd75910593d5ddf7cc6212f70c5c28b1,1936277,328
e113e37de1ec687c68337d777f3629251b35ab28,"Add pyupgrade to pre-commit configuration (#1783)

To help us switch to f-strings and other 3.6+ changes, add pyupgrade to
our pre-commit configuration to keep the codebase clean.",s-t-e-v-e-n-k,12/15/2020 03:07:33 AM,https://api.github.com/repos/PyGithub/PyGithub/commits/e113e37de1ec687c68337d777f3629251b35ab28,1936277,328
2432cffd3b2f1a8e0b6b96d69b3dd4ded148a9f7,"Merge pull request #1733 from dubois/main

Fix #1731: Incorrect annotation",pascal-hofmann,12/03/2020 12:32:53 PM,https://api.github.com/repos/PyGithub/PyGithub/commits/2432cffd3b2f1a8e0b6b96d69b3dd4ded148a9f7,1942517,328
82c349ce3e1c556531110753831b3133334c19b7,Fix #1731: Incorrect annotation,N/A,12/03/2020 02:12:41 AM,https://api.github.com/repos/PyGithub/PyGithub/commits/82c349ce3e1c556531110753831b3133334c19b7,1859840,316
63e4fae997a9a5dc8c2b56907c87c565537bb28f,"Drop support for Python 3.5 (#1770)

In preperation for starting to use 3.6+ only features, stop testing
Python 3.5 in our CI, and bump our minimum required version.",s-t-e-v-e-n-k,12/02/2020 03:47:45 AM,https://api.github.com/repos/PyGithub/PyGithub/commits/63e4fae997a9a5dc8c2b56907c87c565537bb28f,1942493,328
a806b5233f6423e0f8dacc4d04b6d81a72689bed,"Revert ""Pin requests to <2.25 as well (#1757)"" (#1763)

* Revert ""Pin requests to <2.25 as well (#1757)""
* Ensure httpretty is more recent than 1.0.3

This reverts commit d159425f36dc7f68766cc980e262e9287e5f111c.",sbesson,11/30/2020 11:17:18 PM,https://api.github.com/repos/PyGithub/PyGithub/commits/a806b5233f6423e0f8dacc4d04b6d81a72689bed,1942546,328
9ee3afb1716c559a0b3b44e097c05f4b14ae2ab8,"Merge pull request #1767 from pascal-hofmann/fix-repository-stubs

Fix stubs file for Repository",pascal-hofmann,11/30/2020 11:27:48 AM,https://api.github.com/repos/PyGithub/PyGithub/commits/9ee3afb1716c559a0b3b44e097c05f4b14ae2ab8,1942552,328
fab682a5ccfc275c31ec37f1f541254c7bd780f3,Fix stubs file for Repository,pascal-hofmann,11/30/2020 07:53:59 AM,https://api.github.com/repos/PyGithub/PyGithub/commits/fab682a5ccfc275c31ec37f1f541254c7bd780f3,1942552,328
951fcdf23f8c657b525dee78086bc4dfd42ef810,Publish version 1.54,s-t-e-v-e-n-k,11/30/2020 05:43:49 AM,https://api.github.com/repos/PyGithub/PyGithub/commits/951fcdf23f8c657b525dee78086bc4dfd42ef810,1942405,328
6d501b286e04f324bc87532003f0564624981ecb,"Add support for Check Suites (#1764)

* Add initial support for Check Suites
* Add API call detail in CheckSuite.rerequest
* Update Accept header with general instead of preview
* Add 'get check runs' endpoint for CheckSuite with stubs
* Add create check suite endpoint with stub
* Update CheckSuite tests with creat check suite endpoint
* Add update check suites preferences endpoint
* Add repository preferences object and stub file
* Add update check suite preferences tests

Needed for #1621

Co-authored-by: Raju Subramanian <coder@mahesh.net>",dhruvmanila,11/30/2020 05:03:07 AM,https://api.github.com/repos/PyGithub/PyGithub/commits/6d501b286e04f324bc87532003f0564624981ecb,1942405,328
197e06537264286de7e71ba757440c4992ba31f6,"Add missing preview features of Deployment and Deployment Statuses API (#1674)

* Add missing preview features of Deployment and Deployment Statuses API
  - Enable support for deployment status states in_progress and queued
  - Add arguments production_environment and transient_environment to Repository.create_deployment()
  - Add attributes production_environment and transient_environment to Deployment
  - Use correct type in assertion for Deployment.payload
  - Fix incorrect assertion for description in Deployment.create_status()
  - Add arguments environment, environment_url, auto_inactive to Deployment.create_status()
  - Add attribute environment_url to DeploymentStatus",pascal-hofmann,11/30/2020 04:47:54 AM,https://api.github.com/repos/PyGithub/PyGithub/commits/197e06537264286de7e71ba757440c4992ba31f6,1914750,323
fcdd9eae2f5fcfba38b1478da7a3c8febd3c2726,"Correct typing for Commit.get_comments() (#1765)

Commit.get_comments() returns a PaginatedList of CommitComment
instances, not commits.

Co-Authored-By: Raju Subramanian <coder@mahesh.net>",s-t-e-v-e-n-k,11/26/2020 05:32:17 AM,https://api.github.com/repos/PyGithub/PyGithub/commits/fcdd9eae2f5fcfba38b1478da7a3c8febd3c2726,1908043,323
d159425f36dc7f68766cc980e262e9287e5f111c,"Pin requests to <2.25 as well (#1757)

requests 2.26 and its requirements break httpretty (see
gabrielfalcao/HTTPretty#409), so pin for the time being. Thanks to
Sébastien Besson and Dhruv Manilawala for the debugging assistance.",s-t-e-v-e-n-k,11/19/2020 10:48:10 AM,https://api.github.com/repos/PyGithub/PyGithub/commits/d159425f36dc7f68766cc980e262e9287e5f111c,1908039,323
c77c06760eb2634bffba2cc762a93202fda5bcb4,"Add Support for Check Runs (#1727)

* Add CheckRun object and stub file
* Add list of check runs endpoint for Commit
* Add get check run endpoint for Repository
* Add CheckRun test file and replay data files
* Add CheckRunAnnotation object and stub file
* Add create CheckRun API endpoint to Repository
* Update and add new tests for CheckRun endpoint:",dhruvmanila,11/19/2020 03:29:04 AM,https://api.github.com/repos/PyGithub/PyGithub/commits/c77c06760eb2634bffba2cc762a93202fda5bcb4,1908033,323
19e46bbf90f4cef8d52280bc4461da6b64b4151a,"Remove older MainClass.get_installation() (#1738)

There are two get_installation() methods in MainClass, with different
arguments. get_installation(owner, repo) is documented and tested, and
get_installation(id) is neither. Remove it to avoid confusion.",s-t-e-v-e-n-k,11/11/2020 07:14:55 AM,https://api.github.com/repos/PyGithub/PyGithub/commits/19e46bbf90f4cef8d52280bc4461da6b64b4151a,1860755,316
4cfc9912c00436ae8978033f8c8d48a6e448b548,"Added a method for getting a user by their id (#1691)

* Added a method for getting a user by their id

* Added get_user_by_id to MainClass stubs

Fixes #1615",Brikaa,11/10/2020 03:52:58 AM,https://api.github.com/repos/PyGithub/PyGithub/commits/4cfc9912c00436ae8978033f8c8d48a6e448b548,1860985,316
546f6495b7a6749c36995b26bdd20122622b23c2,"Fix #1742 - incorrect typehint for `Installation.id` (#1743)

* Fix #1742",huwcbjones,11/06/2020 04:44:14 AM,https://api.github.com/repos/PyGithub/PyGithub/commits/546f6495b7a6749c36995b26bdd20122622b23c2,1860326,316
e690adf3ff4b677c312ce51bad33738c271de017,"List new project in introduction (#1739)

Fixes #1677",s-t-e-v-e-n-k,11/04/2020 03:45:57 AM,https://api.github.com/repos/PyGithub/PyGithub/commits/e690adf3ff4b677c312ce51bad33738c271de017,1860357,316
09f49c7849b53f16d780920b0fb245c2ffbf6735,"Add py39 env to tox (#1740)

An earlier commit added Python 3.9 support to CI, but neglected to
change tox.ini to support an environment, do so here.",s-t-e-v-e-n-k,11/04/2020 03:45:09 AM,https://api.github.com/repos/PyGithub/PyGithub/commits/09f49c7849b53f16d780920b0fb245c2ffbf6735,1860357,316
78a29a7ce06e42bc7c25ec26eb0f886b0c5f4eb3,"Add WorkflowRun.workflow_id (#1737)

Add the missing attribute WorkflowRun.workflow_id",YannickJadoul,11/04/2020 03:12:17 AM,https://api.github.com/repos/PyGithub/PyGithub/commits/78a29a7ce06e42bc7c25ec26eb0f886b0c5f4eb3,1860357,316
1bb18ab52e9a5997774c9aed4e1521fe382e5b21,"Add support for Python 3.9 (#1735)

With Python 3.9 released, we should support it. A later commit will
remove support for Python 3.5.",s-t-e-v-e-n-k,11/03/2020 05:39:06 AM,https://api.github.com/repos/PyGithub/PyGithub/commits/1bb18ab52e9a5997774c9aed4e1521fe382e5b21,1859869,316
24251f4b0f1ef4abe10c590af17620eb2ed3576c,"Added support for the Self-Hosted actions runners API (#1684)

* Added data model for Self-Hosted Actions Runner

* Added function for getting self-hosted runners",zacker150,10/28/2020 04:53:33 AM,https://api.github.com/repos/PyGithub/PyGithub/commits/24251f4b0f1ef4abe10c590af17620eb2ed3576c,1859816,316
88800844470bcdbf174d4b24d11a656701d17078,"Fix Branch protection status in the examples (#1729)

A long time ago when branch protection was changed, the example of
checking if a branch is protected wasn't changed in the examples.

Fixes #1724",s-t-e-v-e-n-k,10/28/2020 04:18:27 AM,https://api.github.com/repos/PyGithub/PyGithub/commits/88800844470bcdbf174d4b24d11a656701d17078,1846778,312
23f475393d187e7075f6e3ee73048b3514ce9a38,"Filter the DeprecationWarning in Team tests (#1728)

With 1c55be51743 merged, Team.set_repo_permission() now raises a
DeprecationWarning, so filter it until the method is removed.",s-t-e-v-e-n-k,10/28/2020 04:03:46 AM,https://api.github.com/repos/PyGithub/PyGithub/commits/23f475393d187e7075f6e3ee73048b3514ce9a38,1846778,312
b42fb244f2eabe2551535159857110833d3a0a54,"Added get_installations() to Organizations (#1695)

* Added get_installations() to Organizations

Fixes #1694",latacora-daniel,10/28/2020 03:00:47 AM,https://api.github.com/repos/PyGithub/PyGithub/commits/b42fb244f2eabe2551535159857110833d3a0a54,1846597,312
1c55be51743cdd5a9961ba4c0185a9b48555a4bf,"Fix #1507: Add new Teams: Add or update team repository endpoint (#1509)

* Add new Team.update_team_repository()

* Mark Team.set_repo_permission() as deprecated

 Fixes #1507",andygrunwald,10/28/2020 02:43:35 AM,https://api.github.com/repos/PyGithub/PyGithub/commits/1c55be51743cdd5a9961ba4c0185a9b48555a4bf,1845557,312
c23564ddbd554b88fd93326c08d73dda9e0e1fd2,"Added support for `Repository.get_workflow_runs` parameters (#1682)

* Added support for `Repository.get_workflow_runs` parameters

* Added anchor tag to docstring link

* Tests",zacker150,10/28/2020 02:37:59 AM,https://api.github.com/repos/PyGithub/PyGithub/commits/c23564ddbd554b88fd93326c08d73dda9e0e1fd2,1844243,312
ee4c7a7e9e23224ab97696e55cb2983562357da7,feat(pullrequest): add the rebaseable attribute (#1690),FlorentClarret,10/26/2020 05:44:31 AM,https://api.github.com/repos/PyGithub/PyGithub/commits/ee4c7a7e9e23224ab97696e55cb2983562357da7,1839489,311
f7d203c083358dcf0689bc63fccc55c02ad46c6e,"Add support for deleting reactions (#1708)

* Delete comment reactions

* Add test case

* update ignore-word-list

* Delete issue reactions

* Delete issue comment reactions

* Delete pull request comment reactions

* check status",changhc,10/26/2020 05:40:46 AM,https://api.github.com/repos/PyGithub/PyGithub/commits/f7d203c083358dcf0689bc63fccc55c02ad46c6e,1838962,311
3ec145f2219256a0fec5ed3395eec5dfbc74609c,"Merge pull request #1712 from s-t-e-v-e-n-k/inputgittreeelement-typing

Correct type hint for InputGitTreeElement.sha",pascal-hofmann,10/02/2020 05:52:06 AM,https://api.github.com/repos/PyGithub/PyGithub/commits/3ec145f2219256a0fec5ed3395eec5dfbc74609c,1835263,311
08b72b48af202b6683adcd88b2e2b7adb7f68470,"Correct type hint for InputGitTreeElement.sha

InputGitTreeElement.sha was previously updated to accept None to allow
files to be deleted, but the type hint was not updated.

Fixes #1707",s-t-e-v-e-n-k,10/02/2020 05:13:13 AM,https://api.github.com/repos/PyGithub/PyGithub/commits/08b72b48af202b6683adcd88b2e2b7adb7f68470,1835263,311
7ec4f155af8d22b3fb7fd5e5788e0f7036dbda9b,"Ignore new black formatting commit for git blame (#1680)

To make git blame tagging easier to follow, ignore the commit that made
sweeping changes with the new black version.",s-t-e-v-e-n-k,09/02/2020 05:53:27 AM,https://api.github.com/repos/PyGithub/PyGithub/commits/7ec4f155af8d22b3fb7fd5e5788e0f7036dbda9b,1835257,311
07e29fe014b7e214e72b51129fbef55468a7309d,"Format with new black (#1679)

Black is very opinionated, but sometimes those opinions change. Run the
new black version across the codebase, and lock down the version used by
pre-commit so we don't get surprised like this again.",s-t-e-v-e-n-k,09/02/2020 04:59:09 AM,https://api.github.com/repos/PyGithub/PyGithub/commits/07e29fe014b7e214e72b51129fbef55468a7309d,1835257,311
6bc9ecc8c849df4e45e60c1e6a5df8876180a20a,"Add get_timeline() to Issue's type stubs (#1663)

Add get_timeline() to Issue's type stubs",spladug,08/28/2020 04:20:12 AM,https://api.github.com/repos/PyGithub/PyGithub/commits/6bc9ecc8c849df4e45e60c1e6a5df8876180a20a,1834581,311
743f5a58b0bce91c4eab744ff7e39dfca9e6e8a5,Publish version 1.53,s-t-e-v-e-n-k,08/18/2020 08:15:44 AM,https://api.github.com/repos/PyGithub/PyGithub/commits/743f5a58b0bce91c4eab744ff7e39dfca9e6e8a5,1834470,311
2646a98c31d8d1a169bed32d1c4bd68d59c25a6b,"Test Organization.get_hook() (#1660)

Add a testcase for Organization.get_hook()",s-t-e-v-e-n-k,08/18/2020 08:14:20 AM,https://api.github.com/repos/PyGithub/PyGithub/commits/2646a98c31d8d1a169bed32d1c4bd68d59c25a6b,1834470,311
749e8d359af3f78f7b972a0eda93201e0124703d,"Add method get_team_membership for user to Team  (#1658)

* - Add method get_team_membership for user

* add typing get_team_membership for member

Fixes #1657",talmachani,08/18/2020 07:45:01 AM,https://api.github.com/repos/PyGithub/PyGithub/commits/749e8d359af3f78f7b972a0eda93201e0124703d,1834358,311
429fcc7307cebe5cbe0edd1eb9454b310b93861c,"Add typing files for OAuth classes (#1656)

The additional classes added for OAuth predated the inclusion of typing
files, add them for the new classes.",s-t-e-v-e-n-k,08/18/2020 04:46:34 AM,https://api.github.com/repos/PyGithub/PyGithub/commits/429fcc7307cebe5cbe0edd1eb9454b310b93861c,1832770,311
f891bd61366c7cf43ae42fe422514a76222bc8ff,"Fix Repository.create_repository_dispatch type signature (#1643)

* Fix Repository.create_repository_dispatch type signature

* Change from object to Any",christopher-dG,08/10/2020 12:17:51 AM,https://api.github.com/repos/PyGithub/PyGithub/commits/f891bd61366c7cf43ae42fe422514a76222bc8ff,1831636,309
69b37b4ab64928048f7988dca45473a8da7b8065,"PaginatedList's totalCount is 0 if no last page (#1641)

When calculating totalCount for PaginatedList, if the links data does
not contain a last page, we can't know how many elements are contained
in the list. Set it to 0 in that case.

Fixes #1614",s-t-e-v-e-n-k,08/09/2020 09:05:04 AM,https://api.github.com/repos/PyGithub/PyGithub/commits/69b37b4ab64928048f7988dca45473a8da7b8065,1831636,309
260558c1010cee7d129911fe2d2f6d6127e29499,"Add initial support for Github Apps. (#1631)

* Add initial support for Github Apps.

Needed for #1621",wrecker,08/09/2020 09:04:41 AM,https://api.github.com/repos/PyGithub/PyGithub/commits/260558c1010cee7d129911fe2d2f6d6127e29499,1831343,309
165d995da2e3f5900aed49a261fbf12ec537fa40,"Correct **kwargs typing for search_* (#1636)

It turns out typing for **kwargs is always Dict[str, Type], so only the
type is required.

Fixes #1633",s-t-e-v-e-n-k,08/06/2020 11:56:09 AM,https://api.github.com/repos/PyGithub/PyGithub/commits/165d995da2e3f5900aed49a261fbf12ec537fa40,1817245,306
15b5ae0c756a561113e0132111b11eca092b24d2,"Add delete_branch_on_merge arg to Repository.edit type stub (#1639)

Add missing delete_branch_on_merge argument to Repository.edit() stub",ethanroy,08/05/2020 02:41:47 AM,https://api.github.com/repos/PyGithub/PyGithub/commits/15b5ae0c756a561113e0132111b11eca092b24d2,1817333,306
8912be64111a85653edc6564644b3f4b3d83470f,"Fix type stub for MainClass.get_user (#1637)

-   Add `login` arg default value to stub to match source",ethanroy,08/05/2020 02:40:31 AM,https://api.github.com/repos/PyGithub/PyGithub/commits/8912be64111a85653edc6564644b3f4b3d83470f,1817269,306
de386dfb15c33791f274f81ba0229252570370c0,"Add type stub for Repository.create_fork (#1638)

Add type stub for Repository.create_fork()",ethanroy,08/05/2020 02:39:06 AM,https://api.github.com/repos/PyGithub/PyGithub/commits/de386dfb15c33791f274f81ba0229252570370c0,1817263,306
5ad091d0182a7abd0dd7da51fc6dc727fc4bb82d,"Correct Repository.create_pull typing harder (#1635)

It turns out if an argument is optional for an overloaded method, the
type hints require the default argument specified to successfully match
against the correct signature. Furthermore, the second kind of
create_pull() does not support the draft argument at all, so remove it.

Fixes #1634",s-t-e-v-e-n-k,08/04/2020 07:49:49 AM,https://api.github.com/repos/PyGithub/PyGithub/commits/5ad091d0182a7abd0dd7da51fc6dc727fc4bb82d,1817159,306
707246519e38ac61c39a482542034b03dc316bba,Publish version 1.52,s-t-e-v-e-n-k,08/03/2020 08:45:52 AM,https://api.github.com/repos/PyGithub/PyGithub/commits/707246519e38ac61c39a482542034b03dc316bba,1817132,306
a778639362355ac898b68ec0acd0f8c7af80a2ef,"upload_asset with data in memory (#1601)

* Expose upload from memory functionality
* Upload from memory basic test
* Test for custom file like object
* Reorganized existing release tests
* Remove docstrings & comments from tests
* Modify logic
* Explain why encode ignores its argument

Fixes #1140",jesseli2002,08/03/2020 08:42:06 AM,https://api.github.com/repos/PyGithub/PyGithub/commits/a778639362355ac898b68ec0acd0f8c7af80a2ef,1817132,306
06dae3877c147fcbe9fe2a9a92e315d94c289da5,Make Issue.closed_by nullable (#1629),christopher-dG,08/03/2020 08:40:59 AM,https://api.github.com/repos/PyGithub/PyGithub/commits/06dae3877c147fcbe9fe2a9a92e315d94c289da5,1812925,306
