sha,message,author,date,url,code_size,source_files
5bc35b1ae6792485e4d5616b1a49aa6efe0daba9,OSX boxes are only 1 core,jenshnielsen,06/16/2016 03:54:23 PM,https://api.github.com/repos/matplotlib/matplotlib/commits/5bc35b1ae6792485e4d5616b1a49aa6efe0daba9,6092807,334
7f412e8d59060ce61af0f111d70bc42c5c15985e,Modfied for PEP8 compatibility,tmdavison,06/16/2016 03:59:08 PM,https://api.github.com/repos/matplotlib/matplotlib/commits/7f412e8d59060ce61af0f111d70bc42c5c15985e,6092821,334
c6a46604e30f8d26ceef66cc1c816cc694488737,"To allow reproducible output:
* honour SOURCE_DATE_EPOCH for timestamps in PS and PDF files.
  See https://reproducible-builds.org/specs/source-date-epoch/
* get keys sorted so that hatchPatterns, images and markers are included with
  a reproducible order in the PDF file.
See https://reproducible-builds.org/",N/A,06/16/2016 09:38:06 PM,https://api.github.com/repos/matplotlib/matplotlib/commits/c6a46604e30f8d26ceef66cc1c816cc694488737,6092821,334
850ef933487d4b36f0b7a531305b7cc4a2d1e57a,Remove a reference to Python 2.6.,anntzer,06/17/2016 04:58:24 AM,https://api.github.com/repos/matplotlib/matplotlib/commits/850ef933487d4b36f0b7a531305b7cc4a2d1e57a,6092807,334
62f58e2a78c19e19ca49e0f5d438fc528700686f,Some style changes to address comments on the pull request,tmdavison,06/17/2016 08:42:06 AM,https://api.github.com/repos/matplotlib/matplotlib/commits/62f58e2a78c19e19ca49e0f5d438fc528700686f,6092821,334
c08c9ade9de7c325139b964dd74213ee21ff4365,Typo: markeredgewith -> markeredgewidth,sjvrijn,06/17/2016 09:09:44 AM,https://api.github.com/repos/matplotlib/matplotlib/commits/c08c9ade9de7c325139b964dd74213ee21ff4365,6092821,334
404cb71a73a8f9a586b15044ffe703cb67c4df7f,"Merge pull request #6600 from Energya/patch-1

Typo: markeredgewith -> markeredgewidth",WeatherGod,06/17/2016 01:26:25 PM,https://api.github.com/repos/matplotlib/matplotlib/commits/404cb71a73a8f9a586b15044ffe703cb67c4df7f,6092821,334
c7d7cbb54462a7f2b9c4843d7017b7eb9237e9ae,"Merge pull request #6600 from Energya/patch-1

Typo: markeredgewith -> markeredgewidth",WeatherGod,06/17/2016 02:02:07 PM,https://api.github.com/repos/matplotlib/matplotlib/commits/c7d7cbb54462a7f2b9c4843d7017b7eb9237e9ae,6080928,327
21e16c32ad11b9e09d2326eadf8b5317e0d2d32a,"Merge pull request #6568 from jenshnielsen/travisosx

CI: Add OSX to travis tests",tacaswell,06/17/2016 03:55:51 PM,https://api.github.com/repos/matplotlib/matplotlib/commits/21e16c32ad11b9e09d2326eadf8b5317e0d2d32a,6092821,334
7ae1b063faf688c46613e4bfb65ddf1775df2172,"Merge pull request #6573 from anntzer/cleanups

Some general cleanups",efiring,06/17/2016 05:17:53 PM,https://api.github.com/repos/matplotlib/matplotlib/commits/7ae1b063faf688c46613e4bfb65ddf1775df2172,6092821,334
4c60022ac2a1f5eed8c6bb742c50e2063a20da74,"Drop conditional import of figureoptions.

As far as I can tell, the only way the import of figureoptions could
fail is under PyQt 4.3 or earlier (QFormLayout was introduced in Qt
4.4).  PyQt 4.4 was released in 2008 and the oldest version still
downloadable on SourceForge seems to be 4.9, so that seems safe...

Also up the version requirement on PyQt.",anntzer,06/17/2016 05:47:55 PM,https://api.github.com/repos/matplotlib/matplotlib/commits/4c60022ac2a1f5eed8c6bb742c50e2063a20da74,6092821,334
a44839c7eb752e3679a8998dccc64ae42d6c3522,Mock the entire PyQt4.QtGui classes API.,anntzer,06/17/2016 07:32:47 PM,https://api.github.com/repos/matplotlib/matplotlib/commits/a44839c7eb752e3679a8998dccc64ae42d6c3522,6092821,334
6b1adfd64071df3eae076398b791ce51ac1ca603,"Merge pull request #6599 from anntzer/always-figureoptions

Drop conditional import of figureoptions.",tacaswell,06/18/2016 04:38:38 AM,https://api.github.com/repos/matplotlib/matplotlib/commits/6b1adfd64071df3eae076398b791ce51ac1ca603,6092821,334
2b4d2dcee8467219af5a492fc97a858f0552356e,"BF: protect against locale in sphinext text

The sphinxext tests were loading a text file with encoding not stated,
making the test sensitive to the default locale of the testing machine.

See:
https://travis-ci.org/matthew-brett/matplotlib-wheels/jobs/138518917#L8787

Read the text file as binary to avoid need for encoding.",matthew-brett,06/18/2016 06:50:40 AM,https://api.github.com/repos/matplotlib/matplotlib/commits/2b4d2dcee8467219af5a492fc97a858f0552356e,6092821,334
80052ffb4ff088b8cc744121036fe2a0fd714902,"WIP solution to #6562

Call cairo.ImageSurface.create_for_data with an array that both py2cairo and cairocffi knows how to get a pointer too and size of",jenshnielsen,06/18/2016 06:57:00 AM,https://api.github.com/repos/matplotlib/matplotlib/commits/80052ffb4ff088b8cc744121036fe2a0fd714902,6080928,327
2ceaa9c8bd41bab8a43968f9c8bc12d04595eedd,"Merge pull request #2370 from benzea/cairo-draw-markers

Implement draw_markers in the cairo backend.",WeatherGod,06/18/2016 01:33:37 PM,https://api.github.com/repos/matplotlib/matplotlib/commits/2ceaa9c8bd41bab8a43968f9c8bc12d04595eedd,6092821,334
25ce666e93139e969c6e0aff05cf9eea4df101d1,"Merge pull request #6596 from tmdavison/master

Added a new example to create error boxes using a PatchCollection",WeatherGod,06/18/2016 01:49:09 PM,https://api.github.com/repos/matplotlib/matplotlib/commits/25ce666e93139e969c6e0aff05cf9eea4df101d1,6092821,334
4e477dc381172f145f1d28f322ee78d7a33f3624,Reproducible PDF output: sort TTF characters,N/A,06/18/2016 03:42:21 PM,https://api.github.com/repos/matplotlib/matplotlib/commits/4e477dc381172f145f1d28f322ee78d7a33f3624,6092821,334
946ae4541ae5eaba015cf2a50ce82c511e524313,Reproducible PDF output: sort fonts,N/A,06/18/2016 03:58:24 PM,https://api.github.com/repos/matplotlib/matplotlib/commits/946ae4541ae5eaba015cf2a50ce82c511e524313,6092821,334
22f71a28271b6e849634f093564fef9dc22df706,"Tests for determinist PDF output:
- SOURCE_DATE_EPOCH support
- reproducible output",N/A,06/18/2016 04:07:21 PM,https://api.github.com/repos/matplotlib/matplotlib/commits/22f71a28271b6e849634f093564fef9dc22df706,6092821,334
89ed8437bc3fc1a16436dedb9e1899b0a29a696b,DOC: update static image for example None_vs_nearest,efiring,06/18/2016 10:35:03 PM,https://api.github.com/repos/matplotlib/matplotlib/commits/89ed8437bc3fc1a16436dedb9e1899b0a29a696b,6080928,327
c37c498478bae1071e5f31511953446b9646c092,"remove ""pylab_examples/break.py""

It doesn't seem to do anything useful, and looks bad in the gallery.",efiring,06/18/2016 11:08:55 PM,https://api.github.com/repos/matplotlib/matplotlib/commits/c37c498478bae1071e5f31511953446b9646c092,6080928,327
6cbd5998ae0a64fa7315764d77ad170c829b3ec1,"hexbin_demo: reduce crowding, use new colormap",efiring,06/18/2016 11:26:10 PM,https://api.github.com/repos/matplotlib/matplotlib/commits/6cbd5998ae0a64fa7315764d77ad170c829b3ec1,6080928,327
02c09ce295b4487e54f5e71775f5c90aba083756,api/collections_demo: use subplots_adjust for better appearance,efiring,06/18/2016 11:35:24 PM,https://api.github.com/repos/matplotlib/matplotlib/commits/02c09ce295b4487e54f5e71775f5c90aba083756,6080928,327
0f3cc9de91534e90e1584ba00e6493976f9f691d,image_origin: remove interference between axis and tick labels,efiring,06/19/2016 12:03:49 AM,https://api.github.com/repos/matplotlib/matplotlib/commits/0f3cc9de91534e90e1584ba00e6493976f9f691d,6080928,327
723f33e66add829c42143c8b613b6aee5575a432,image_nonuniform: eliminate crowding,efiring,06/19/2016 12:20:33 AM,https://api.github.com/repos/matplotlib/matplotlib/commits/723f33e66add829c42143c8b613b6aee5575a432,6080928,327
7f8b927f511ecd3ce82a91ac2867a98a30fe5a5f,scales.py: use subplots_adjust to give room; tweak symlog parameter,efiring,06/19/2016 12:38:35 AM,https://api.github.com/repos/matplotlib/matplotlib/commits/7f8b927f511ecd3ce82a91ac2867a98a30fe5a5f,6080928,327
05aecc87b6e635c4315e79cc232cd9d16d92f814,Adds whitespace to increase readability.,iliakur,06/19/2016 10:46:13 AM,https://api.github.com/repos/matplotlib/matplotlib/commits/05aecc87b6e635c4315e79cc232cd9d16d92f814,6167535,324
9a6cec00e53880d5b624fb7885802b4d31d3a89d,Fixes square size calculation.,iliakur,06/19/2016 10:46:13 AM,https://api.github.com/repos/matplotlib/matplotlib/commits/9a6cec00e53880d5b624fb7885802b4d31d3a89d,6167535,324
68d10b3844a014d3fe7b15a34601b8aa0ad53cb0,"Merge pull request #6608 from efiring/none_vs_nearest

DOC: update static image for example None_vs_nearest",jenshnielsen,06/19/2016 11:24:40 AM,https://api.github.com/repos/matplotlib/matplotlib/commits/68d10b3844a014d3fe7b15a34601b8aa0ad53cb0,6080928,327
47c73646bd949f2bafea168e3ebb09e2c3cba236,"Merge pull request #6609 from efiring/example_tweaks

Example tweaks",jenshnielsen,06/19/2016 11:25:03 AM,https://api.github.com/repos/matplotlib/matplotlib/commits/47c73646bd949f2bafea168e3ebb09e2c3cba236,6080928,327
1caf77560ec33650b0519e9a318967016f96a930,"Merge pull request #6606 from Copper-Head/fix-hinton-demo

Fix hinton demo",jenshnielsen,06/19/2016 11:26:41 AM,https://api.github.com/repos/matplotlib/matplotlib/commits/1caf77560ec33650b0519e9a318967016f96a930,6167535,324
74ead7c16a1582f5711521a29ff81ce88b1dcfd0,Merge remote-tracking branch 'matplotlib/v1.5.x' into v2.x,jenshnielsen,06/19/2016 11:28:57 AM,https://api.github.com/repos/matplotlib/matplotlib/commits/74ead7c16a1582f5711521a29ff81ce88b1dcfd0,6080928,327
a72574d349e116c58f541b92558c0db61d41e631,Merge remote-tracking branch 'matplotlib/v2.x',jenshnielsen,06/19/2016 11:32:02 AM,https://api.github.com/repos/matplotlib/matplotlib/commits/a72574d349e116c58f541b92558c0db61d41e631,6092821,334
b109635fbd58bbf1ac8a8d6b4a378dc3ade57610,"BUG: in scatter, check for verts before setting marker to default

Closes #6507",efiring,06/19/2016 08:33:33 PM,https://api.github.com/repos/matplotlib/matplotlib/commits/b109635fbd58bbf1ac8a8d6b4a378dc3ade57610,6080928,327
09e49c347650fb36f09ec9ed09caa0c7b51f3244,Modify test to include test of verts kwarg.,efiring,06/19/2016 08:55:23 PM,https://api.github.com/repos/matplotlib/matplotlib/commits/09e49c347650fb36f09ec9ed09caa0c7b51f3244,6080928,327
0d33b1f8a9745fe097f392d7cd42ca7600332f96,"Merge pull request #6577 from anntzer/fix-mlab-rec-join

Fix mlab.rec_join.",tacaswell,06/19/2016 09:58:55 PM,https://api.github.com/repos/matplotlib/matplotlib/commits/0d33b1f8a9745fe097f392d7cd42ca7600332f96,6092821,334
c489bff9f12863fa556e1f41d54e36e8bda81d04,"Merge pull request #6564 from anntzer/cleanup-drawstyles

MNT: Cleanup for drawstyles",tacaswell,06/19/2016 10:00:23 PM,https://api.github.com/repos/matplotlib/matplotlib/commits/c489bff9f12863fa556e1f41d54e36e8bda81d04,6092821,334
16f6655bb5194052fdde3eb49962825d760a9754,"Merge pull request #6611 from efiring/scatter_custom

BUG: scatter, check for verts before setting default marker",tacaswell,06/19/2016 11:49:19 PM,https://api.github.com/repos/matplotlib/matplotlib/commits/16f6655bb5194052fdde3eb49962825d760a9754,6080928,327
0cbcf69bb2e4807c58daf42e4b6d7fe1bbea8fa8,Minor cleanups for FormLayout.,anntzer,06/20/2016 01:44:07 AM,https://api.github.com/repos/matplotlib/matplotlib/commits/0cbcf69bb2e4807c58daf42e4b6d7fe1bbea8fa8,6092821,334
9572d60be2945da2532600e44c30bcc4993ba02c,"Update & deprecate mpl_toolkits.{gtk,excel}tools.

- On Py2, np.rec.fromarrays cannot take a unicode string as names (but
this module __future__-imports unicode_strings).

- CallbackRegistry ctor signature has changed.",anntzer,06/20/2016 01:56:57 AM,https://api.github.com/repos/matplotlib/matplotlib/commits/9572d60be2945da2532600e44c30bcc4993ba02c,6092821,334
87ab70a938f242a48f06bc1fb3cd4d2652a9d715,Qt editor alpha handling.,anntzer,06/20/2016 02:43:29 AM,https://api.github.com/repos/matplotlib/matplotlib/commits/87ab70a938f242a48f06bc1fb3cd4d2652a9d715,6092821,334
1214b213f95f900bc3bf1f89d06db4219400db71,"Merge pull request #6554 from anntzer/fix-gtktools

MNT: Update mpl_toolkits.gtktools.",tacaswell,06/20/2016 07:29:39 PM,https://api.github.com/repos/matplotlib/matplotlib/commits/1214b213f95f900bc3bf1f89d06db4219400db71,6092821,334
c1410f9d53cefb8b9db6df20c81e135fc46b65dc,"Merge pull request #6554 from anntzer/fix-gtktools

MNT: Update mpl_toolkits.gtktools.",tacaswell,06/20/2016 07:31:24 PM,https://api.github.com/repos/matplotlib/matplotlib/commits/c1410f9d53cefb8b9db6df20c81e135fc46b65dc,6080928,327
5aa9b50415ce20a7542c06bd3804ff079e0eb799,Correct indent,jenshnielsen,06/20/2016 07:40:10 PM,https://api.github.com/repos/matplotlib/matplotlib/commits/5aa9b50415ce20a7542c06bd3804ff079e0eb799,6080928,327
90c4f60df934193c561c4b243c29c7106de9f359,Move deprecation as suggested by @OceanWolf,jenshnielsen,06/20/2016 08:00:20 PM,https://api.github.com/repos/matplotlib/matplotlib/commits/90c4f60df934193c561c4b243c29c7106de9f359,6080918,327
da93a3b76ebce1668296195bd247c4d2b2e2b5d8,Add api changes,jenshnielsen,06/20/2016 08:13:54 PM,https://api.github.com/repos/matplotlib/matplotlib/commits/da93a3b76ebce1668296195bd247c4d2b2e2b5d8,6080918,327
516e00a92acffb608485b8bb1d624f9d23a8fb83,Mention deprecation of backend in docs,jenshnielsen,06/20/2016 08:21:52 PM,https://api.github.com/repos/matplotlib/matplotlib/commits/516e00a92acffb608485b8bb1d624f9d23a8fb83,6080918,327
31837cc045462ae5b7c55d2a224b22dfacbd977e,Add ref to usage faq,jenshnielsen,06/20/2016 08:26:17 PM,https://api.github.com/repos/matplotlib/matplotlib/commits/31837cc045462ae5b7c55d2a224b22dfacbd977e,6080918,327
f7baa831fbf43ed41e57db6549b52f18c058f9bf,"Fix docstring for PickEvent.

`zip(...)` does not print out nicely under Python 3.",anntzer,06/20/2016 09:09:36 PM,https://api.github.com/repos/matplotlib/matplotlib/commits/f7baa831fbf43ed41e57db6549b52f18c058f9bf,6092821,334
003dea9afa77e41e2dea9ff304b6b7590ea8894f,"Merge pull request #6602 from jenshnielsen/cairoimage

Fix image plotting in Cairo backends",tacaswell,06/20/2016 09:30:20 PM,https://api.github.com/repos/matplotlib/matplotlib/commits/003dea9afa77e41e2dea9ff304b6b7590ea8894f,6080928,327
574c60ba223ab3fc3f952745c8ec80990b5fed27,"Small improvements to legend's docstring.

The source looks a bit weirder, but the output of `pydoc pylab.legend`
(or `plt.legend?` in IPython) is much nicer.  I don't think numpydoc
allows splitting the argument type information into two lines.",anntzer,06/21/2016 01:05:46 AM,https://api.github.com/repos/matplotlib/matplotlib/commits/574c60ba223ab3fc3f952745c8ec80990b5fed27,6092821,334
27d669c5a7d0b111ee826a397a4fb14a3a822294,"Hide ""inner"" {x,y}labels in label_outer too.

`ax.label_outer` used to hide only ""inner"" ticklabels; make it hide axes
labels too.  (I couldn't find a way to just switch label visibility, so
I just set the labels to the empty string instead.)",anntzer,06/21/2016 01:51:21 AM,https://api.github.com/repos/matplotlib/matplotlib/commits/27d669c5a7d0b111ee826a397a4fb14a3a822294,6092821,334
f3895f9b824359cc8b6d7a62ba27dfe5ebb59c8b,"Merge pull request #6614 from anntzer/fix-pickevent-docstring

Fix docstring for PickEvent.",tacaswell,06/21/2016 02:06:35 AM,https://api.github.com/repos/matplotlib/matplotlib/commits/f3895f9b824359cc8b6d7a62ba27dfe5ebb59c8b,6092821,334
1918af60c4f284800d060e814e5b1ef4632e452d,"Merge pull request #6614 from anntzer/fix-pickevent-docstring

Fix docstring for PickEvent.",tacaswell,06/21/2016 02:07:08 AM,https://api.github.com/repos/matplotlib/matplotlib/commits/1918af60c4f284800d060e814e5b1ef4632e452d,6080928,327
1fcf591156ce3c9a2b1abbacd5bffd146afdcc6d,"colors: ensure masked array data is an ndarray

This fixes compatibility for imshow plots with array data that is a unit-aware
ndarray subclass, for example data frmo yt.units or astropy.units.",ngoldbaum,06/21/2016 02:20:29 PM,https://api.github.com/repos/matplotlib/matplotlib/commits/1fcf591156ce3c9a2b1abbacd5bffd146afdcc6d,6092821,334
6c9f8a99cb213a17160bff5a6db7997706e16ede,colors: add comment explaining use of np.asarray,ngoldbaum,06/21/2016 05:51:21 PM,https://api.github.com/repos/matplotlib/matplotlib/commits/6c9f8a99cb213a17160bff5a6db7997706e16ede,6092821,334
f5c1ab7ff86cfd26797dfa8ec25c5778acf954c1,Add example for label_outer.,anntzer,06/21/2016 07:07:12 PM,https://api.github.com/repos/matplotlib/matplotlib/commits/f5c1ab7ff86cfd26797dfa8ec25c5778acf954c1,6092821,334
4b3350df0ec79c6fcdc7f6d8a2a205296d8bd0d2,Merge branch 'v2.x',QuLogic,06/22/2016 01:44:08 AM,https://api.github.com/repos/matplotlib/matplotlib/commits/4b3350df0ec79c6fcdc7f6d8a2a205296d8bd0d2,6092821,334
188ca1a549904249fbc28737615c8488d4e03cc6,Add Computer Modern font family,srvanrell,06/22/2016 03:44:20 PM,https://api.github.com/repos/matplotlib/matplotlib/commits/188ca1a549904249fbc28737615c8488d4e03cc6,6092574,334
16ee11a200d3c5e53a31ba38f8653cb8a5103974,DOC: Found a typo.,madphysicist,06/22/2016 06:32:08 PM,https://api.github.com/repos/matplotlib/matplotlib/commits/16ee11a200d3c5e53a31ba38f8653cb8a5103974,6092821,334
e11f2b9854087728edc40033382ba841ead7970c,"Merge pull request #6625 from madphysicist/patch-1

DOC: Found a typo.",WeatherGod,06/22/2016 07:25:53 PM,https://api.github.com/repos/matplotlib/matplotlib/commits/e11f2b9854087728edc40033382ba841ead7970c,6092821,334
fbe8ad86014347a6384e6aa34c919c41a1286f5c,"Merge pull request #6625 from madphysicist/patch-1

DOC: Found a typo.",WeatherGod,06/22/2016 07:27:32 PM,https://api.github.com/repos/matplotlib/matplotlib/commits/fbe8ad86014347a6384e6aa34c919c41a1286f5c,6080928,327
b4400687367e5d4b68811b571d6b48cf10ae8ce0,adding default toggled state for toggle tools,N/A,06/22/2016 10:03:56 PM,https://api.github.com/repos/matplotlib/matplotlib/commits/b4400687367e5d4b68811b571d6b48cf10ae8ce0,6092821,334
f8ea2c51224e4bf41294dd907bdd9c3bacb12343,"Merge pull request #6622 from data-exp-lab/strip-units-imshow

FIX: ensure masked array data is an ndarray",tacaswell,06/22/2016 11:49:25 PM,https://api.github.com/repos/matplotlib/matplotlib/commits/f8ea2c51224e4bf41294dd907bdd9c3bacb12343,6092821,334
8d9357eff17535a35dcfc4835376c0db8b0a71d2,"Merge pull request #6622 from data-exp-lab/strip-units-imshow

FIX: ensure masked array data is an ndarray",tacaswell,06/22/2016 11:49:45 PM,https://api.github.com/repos/matplotlib/matplotlib/commits/8d9357eff17535a35dcfc4835376c0db8b0a71d2,6167535,324
f57ad723581efd61772e13e69cd998e30fcd8ba4,"make antialiased gifs for Tk, and remove unused image files",efiring,06/22/2016 11:50:57 PM,https://api.github.com/repos/matplotlib/matplotlib/commits/f57ad723581efd61772e13e69cd998e30fcd8ba4,6080928,327
761e601417ef5219d2a73d7140e4bb339c4abb8f,"fix the swab bug to compile on solaris system

on smartos will met below error when try to build:

In file included from /opt/local/include/python2.7/Python.h:44:0,

                 from src/mplutils.h:21,

                 from src/ft2font_wrapper.cpp:1:

/usr/include/unistd.h:521:75: error: declaration of C function 'void swab(const void*, void*, ssize_t)' conflicts with

In file included from /opt/local/include/python2.7/Python.h:42:0,

                 from src/mplutils.h:21,

                 from src/ft2font_wrapper.cpp:1:

/usr/include/stdlib.h:170:13: error: previous declaration 'void swab(const char*, char*, ssize_t)' here

error: command 'gcc' failed with exit status 1

Signed-off-by: Frank Yu <flyxiaoyu@gmail.com>",FrankYu,06/23/2016 04:38:31 AM,https://api.github.com/repos/matplotlib/matplotlib/commits/761e601417ef5219d2a73d7140e4bb339c4abb8f,6092986,334
86648651de0b8ad11cf1c1f6b8790ae3eebd16e3,"fix the blank space line

Signed-off-by: Frank Yu <flyxiaoyu@gmail.com>",FrankYu,06/23/2016 04:42:57 AM,https://api.github.com/repos/matplotlib/matplotlib/commits/86648651de0b8ad11cf1c1f6b8790ae3eebd16e3,6092985,334
11226f8818b8559420e16f57354c5aec3596c9ed,"Merge pull request #6627 from efiring/icon_antialias

ENH: make antialiased gifs for Tk, and remove unused image files",jenshnielsen,06/23/2016 04:28:30 PM,https://api.github.com/repos/matplotlib/matplotlib/commits/11226f8818b8559420e16f57354c5aec3596c9ed,6080928,327
3f23a8f154fff8232213674cf3788e2e9ad1870b,"STYLE: make default Figure suptitle large, like Axes title.",efiring,06/23/2016 06:41:07 PM,https://api.github.com/repos/matplotlib/matplotlib/commits/3f23a8f154fff8232213674cf3788e2e9ad1870b,6080928,327
eb5491e5eb2b97c1c9808f5ea05fdf634d0d0cbc,DOC: Clarification.,madphysicist,06/23/2016 07:24:08 PM,https://api.github.com/repos/matplotlib/matplotlib/commits/eb5491e5eb2b97c1c9808f5ea05fdf634d0d0cbc,6092821,334
e7635a71d9be23d52eb4807adcc00cbcdfaab4d0,DOC: Fixup to previous,madphysicist,06/23/2016 07:25:00 PM,https://api.github.com/repos/matplotlib/matplotlib/commits/e7635a71d9be23d52eb4807adcc00cbcdfaab4d0,6092821,334
e4808517f2434dc891266b72dbf8014809abcf6e,DOC: add example to show the full default color cycle,efiring,06/23/2016 08:19:19 PM,https://api.github.com/repos/matplotlib/matplotlib/commits/e4808517f2434dc891266b72dbf8014809abcf6e,6080928,327
9ed73a6ead1dbe0092cdcf185b0a53ec3d9c1bc1,force even integer ticks for y-axis.,efiring,06/23/2016 09:02:10 PM,https://api.github.com/repos/matplotlib/matplotlib/commits/9ed73a6ead1dbe0092cdcf185b0a53ec3d9c1bc1,6080928,327
8bfae27607ff05af7fddf6739918aab7bbf3f2d9,"fix the swab bug to compile on solaris system

Signed-off-by: Frank Yu <flyxiaoyu@gmail.com>",FrankYu,06/24/2016 06:15:27 AM,https://api.github.com/repos/matplotlib/matplotlib/commits/8bfae27607ff05af7fddf6739918aab7bbf3f2d9,6093221,334
5de9c44a23ad6752e60d28f401447543ac9b958f,"Merge pull request #6628 from FrankYu/master

fix the swab bug to compile on solaris system",WeatherGod,06/24/2016 01:47:44 PM,https://api.github.com/repos/matplotlib/matplotlib/commits/5de9c44a23ad6752e60d28f401447543ac9b958f,6093221,334
bf6e785c9b83a5a25c6477589684fa81ed85099c,"Merge pull request #6628 from FrankYu/master

fix the swab bug to compile on solaris system",WeatherGod,06/24/2016 01:49:11 PM,https://api.github.com/repos/matplotlib/matplotlib/commits/bf6e785c9b83a5a25c6477589684fa81ed85099c,6167935,324
0f253d3fde14a330c56fef86c8c47d63b3befbe3,DOC: Update to TextArea,madphysicist,06/24/2016 04:06:20 PM,https://api.github.com/repos/matplotlib/matplotlib/commits/0f253d3fde14a330c56fef86c8c47d63b3befbe3,6092821,334
b1e0a181e0f27f5c468607a1d546b267d5378726,"Merge pull request #6634 from efiring/show_color_cycle

DOC: add example to show the full default color cycle",tacaswell,06/25/2016 02:11:40 AM,https://api.github.com/repos/matplotlib/matplotlib/commits/b1e0a181e0f27f5c468607a1d546b267d5378726,6080928,327
27da912bda6d6bcd6f79ce75caf3c33f496dc75e,"Clean up rectangle selector span validation

Fix rectangle selector release bug

Clean up span checking in release",blink1073,06/25/2016 04:15:05 PM,https://api.github.com/repos/matplotlib/matplotlib/commits/27da912bda6d6bcd6f79ce75caf3c33f496dc75e,6093221,334
13b45558fac6fdf537924ba520caabf1cac1b1ae,"Fix containment and subslice optim. for steps.

 #6497 set the `_path` attribute of Line2D to the actually drawn path
even if the drawstyle is `steps-*`; however containment tests and the
subslice optimization for very long paths were not updated accordingly
(see #6615).  This patch fixes the issues.

Note that `contains` returns, for events in a horizontal segment of a
""steps-mid"" drawstyle plot, the index of the point in the segment,
regardless of whether the event occured to the left or the right of
that point.",anntzer,06/26/2016 05:26:33 AM,https://api.github.com/repos/matplotlib/matplotlib/commits/13b45558fac6fdf537924ba520caabf1cac1b1ae,6093221,334
d2cb8a27565e827135770ea36b56c93f322af17c,adding a new color and editing an existing color in fivethirtyeight.mplstyle,CamDavidsonPilon,06/27/2016 03:47:32 AM,https://api.github.com/repos/matplotlib/matplotlib/commits/d2cb8a27565e827135770ea36b56c93f322af17c,6093231,334
ad660d721f9adba1f716506de8b28e9695565583,Share determinism test code for PS and PDF output.,N/A,06/27/2016 06:35:29 PM,https://api.github.com/repos/matplotlib/matplotlib/commits/ad660d721f9adba1f716506de8b28e9695565583,6092821,334
37c28b4088992e9c2f8841cb64e921331386ce90,Reproducible PS/tex output.,N/A,06/27/2016 06:59:42 PM,https://api.github.com/repos/matplotlib/matplotlib/commits/37c28b4088992e9c2f8841cb64e921331386ce90,6092821,334
